timestamp,source_ip,destination_ip,event_type,action,port,status,username
2026-01-01 02:01:34,203.0.113.155,192.168.1.20,http_request,POST,443,success,unknown
2026-01-01 02:06:28,10.0.0.4,192.168.1.8,api_call,GET,443,success,guest
2026-01-01 02:11:23,10.0.0.19,192.168.1.18,http_request,GET,8080,success,frank
2026-01-01 02:11:44,10.0.0.15,192.168.1.19,login,login_failed,443,failed,guest
2026-01-01 02:15:12,10.0.0.17,192.168.1.19,api_call,POST,3306,success,frank
2026-01-01 02:19:53,10.0.0.7,192.168.1.17,http_request,GET,22,success,alice
2026-01-01 02:20:48,10.0.0.40,192.168.1.13,http_request,GET,22,success,alice
2026-01-01 02:23:12,10.0.0.24,192.168.1.18,file_access,write,3306,success,diego
2026-01-01 02:24:52,10.0.0.20,192.168.1.8,http_request,POST,80,success,alice
2026-01-01 02:27:14,10.0.0.26,192.168.1.11,login,login_success,22,success,alice
2026-01-01 02:28:05,10.0.0.19,192.168.1.4,login,login_success,443,success,alice
2026-01-01 02:29:45,10.0.0.7,192.168.1.12,http_request,POST,8080,success,alice
2026-01-01 02:32:36,10.0.0.26,192.168.1.3,api_call,GET,8080,success,bob
2026-01-01 02:37:33,10.0.0.19,192.168.1.10,http_request,POST,22,success,diego
2026-01-01 02:38:52,10.0.0.21,192.168.1.16,login,login_success,80,success,carla
2026-01-01 02:41:05,10.0.0.40,192.168.1.20,api_call,DELETE,443,success,diego
2026-01-01 02:42:04,10.0.0.27,192.168.1.11,login,login_success,8080,success,diego
2026-01-01 02:44:57,10.0.0.40,192.168.1.5,http_request,POST,22,success,carla
2026-01-01 02:46:44,10.0.0.22,192.168.1.10,http_request,GET,3306,success,erin
2026-01-01 02:48:53,10.0.0.27,192.168.1.12,http_request,POST,80,success,erin
2026-01-01 02:50:40,10.0.0.37,192.168.1.1,http_request,GET,3306,success,frank
2026-01-01 02:52:32,10.0.0.6,192.168.1.14,http_request,POST,3306,success,bob
2026-01-01 02:55:12,10.0.0.29,192.168.1.13,login,login_success,80,success,diego
2026-01-01 02:59:22,10.0.0.25,192.168.1.18,http_request,POST,8080,success,frank
2026-01-01 03:00:10,10.0.0.24,192.168.1.6,login,login_success,8080,success,alice
2026-01-01 03:05:03,10.0.0.23,192.168.1.14,api_call,DELETE,80,success,alice
2026-01-01 03:05:58,10.0.0.30,192.168.1.12,login,login_success,3306,success,diego
2026-01-01 03:10:19,10.0.0.32,192.168.1.4,login,login_success,22,success,diego
2026-01-01 03:11:07,10.0.0.24,192.168.1.10,login,login_success,22,success,diego
2026-01-01 03:12:57,10.0.0.30,192.168.1.15,http_request,POST,22,success,alice
2026-01-01 03:15:35,10.0.0.3,192.168.1.11,login,login_success,80,success,frank
2026-01-01 03:17:04,10.0.0.13,192.168.1.18,api_call,DELETE,443,success,carla
2026-01-01 03:21:55,10.0.0.27,192.168.1.6,http_request,POST,443,success,frank
2026-01-01 03:25:41,10.0.0.29,192.168.1.13,http_request,GET,80,success,frank
2026-01-01 03:27:35,10.0.0.38,192.168.1.4,login,login_success,8080,success,bob
2026-01-01 03:30:47,10.0.0.33,192.168.1.17,http_request,POST,22,success,erin
2026-01-01 03:34:10,10.0.0.31,192.168.1.20,http_request,GET,443,success,guest
2026-01-01 03:36:47,10.0.0.10,192.168.1.11,api_call,DELETE,80,success,bob
2026-01-01 03:39:28,10.0.0.34,192.168.1.13,login,login_success,3306,success,erin
2026-01-01 03:40:43,10.0.0.36,192.168.1.6,http_request,POST,8080,success,bob
2026-01-01 03:44:58,10.0.0.22,192.168.1.15,login,login_success,8080,success,alice
2026-01-01 03:48:06,10.0.0.26,192.168.1.18,api_call,POST,8080,success,frank
2026-01-01 03:52:24,10.0.0.30,192.168.1.16,http_request,POST,443,success,alice
2026-01-01 03:57:18,10.0.0.20,192.168.1.2,login,login_success,22,success,bob
2026-01-01 04:00:02,203.0.113.245,192.168.1.16,http_request,GET,443,success,unknown
2026-01-01 04:00:05,203.0.113.245,192.168.1.16,http_request,POST,443,success,unknown
2026-01-01 04:00:07,203.0.113.245,192.168.1.16,http_request,POST,443,success,unknown
2026-01-01 04:00:10,203.0.113.245,192.168.1.16,http_request,POST,443,success,unknown
2026-01-01 04:00:11,203.0.113.245,192.168.1.16,http_request,POST,443,success,unknown
2026-01-01 04:00:13,203.0.113.245,192.168.1.16,http_request,GET,443,success,unknown
2026-01-01 04:00:14,203.0.113.245,192.168.1.16,http_request,POST,443,success,unknown
2026-01-01 04:00:15,203.0.113.245,192.168.1.16,http_request,GET,443,success,unknown
2026-01-01 04:00:17,203.0.113.245,192.168.1.16,http_request,POST,443,success,unknown
2026-01-01 04:00:20,203.0.113.245,192.168.1.16,http_request,GET,443,success,unknown
2026-01-01 04:00:21,203.0.113.245,192.168.1.16,http_request,GET,443,success,unknown
2026-01-01 04:00:24,203.0.113.245,192.168.1.16,http_request,POST,443,success,unknown
2026-01-01 04:00:25,203.0.113.245,192.168.1.16,http_request,GET,443,success,unknown
2026-01-01 04:00:25,203.0.113.245,192.168.1.16,http_request,GET,443,success,unknown
2026-01-01 04:00:27,203.0.113.245,192.168.1.16,http_request,GET,443,success,unknown
2026-01-01 04:00:28,203.0.113.245,192.168.1.16,http_request,POST,443,success,unknown
2026-01-01 04:00:29,203.0.113.245,192.168.1.16,http_request,POST,443,success,unknown
2026-01-01 04:00:30,203.0.113.245,192.168.1.16,http_request,POST,443,success,unknown
2026-01-01 04:00:33,203.0.113.245,192.168.1.16,http_request,POST,443,success,unknown
2026-01-01 04:00:34,203.0.113.245,192.168.1.16,http_request,POST,443,success,unknown
2026-01-01 04:00:36,203.0.113.245,192.168.1.16,http_request,POST,443,success,unknown
2026-01-01 04:00:38,203.0.113.245,192.168.1.16,http_request,POST,443,success,unknown
2026-01-01 04:00:40,203.0.113.245,192.168.1.16,http_request,POST,443,success,unknown
2026-01-01 04:00:41,203.0.113.245,192.168.1.16,http_request,GET,443,success,unknown
2026-01-01 04:00:43,203.0.113.245,192.168.1.16,http_request,GET,443,success,unknown
2026-01-01 04:00:45,203.0.113.245,192.168.1.16,http_request,POST,443,success,unknown
2026-01-01 04:00:48,203.0.113.245,192.168.1.16,http_request,POST,443,success,unknown
2026-01-01 04:00:51,203.0.113.245,192.168.1.16,http_request,GET,443,success,unknown
2026-01-01 04:00:51,203.0.113.245,192.168.1.16,http_request,GET,443,success,unknown
2026-01-01 04:00:53,203.0.113.245,192.168.1.16,http_request,GET,443,success,unknown
2026-01-01 04:01:58,10.0.0.33,192.168.1.18,login,login_success,8080,success,alice
2026-01-01 04:02:28,10.0.0.35,192.168.1.18,http_request,GET,22,success,guest
2026-01-01 04:06:42,10.0.0.12,192.168.1.2,http_request,GET,443,success,guest
2026-01-01 04:06:56,10.0.0.4,192.168.1.15,login,login_success,8080,success,bob
2026-01-01 04:08:57,10.0.0.23,192.168.1.9,http_request,GET,22,success,carla
2026-01-01 04:10:38,10.0.0.21,192.168.1.2,login,login_success,3306,success,carla
2026-01-01 04:13:41,10.0.0.9,192.168.1.8,api_call,GET,443,success,guest
2026-01-01 04:13:48,10.0.0.28,192.168.1.4,http_request,POST,22,success,guest
2026-01-01 04:15:34,10.0.0.20,192.168.1.12,http_request,GET,22,success,frank
2026-01-01 04:16:45,10.0.0.12,192.168.1.20,api_call,DELETE,443,success,guest
2026-01-01 04:18:35,10.0.0.36,192.168.1.9,file_access,read,8080,success,erin
2026-01-01 04:20:00,10.0.0.26,192.168.1.20,http_request,POST,22,success,diego
2026-01-01 04:20:06,10.0.0.19,192.168.1.17,http_request,POST,80,success,bob
2026-01-01 04:21:19,10.0.0.23,192.168.1.14,api_call,DELETE,8080,success,erin
2026-01-01 04:23:41,10.0.0.10,192.168.1.5,api_call,POST,443,success,bob
2026-01-01 04:24:51,10.0.0.23,192.168.1.8,file_access,read,22,success,carla
2026-01-01 04:26:30,10.0.0.38,192.168.1.9,file_access,write,3306,success,diego
2026-01-01 04:27:25,10.0.0.30,192.168.1.12,file_access,write,8080,success,erin
2026-01-01 04:30:26,10.0.0.27,192.168.1.17,login,login_success,22,success,frank
2026-01-01 04:31:20,10.0.0.10,192.168.1.8,http_request,GET,22,success,frank
2026-01-01 04:32:05,10.0.0.6,192.168.1.16,login,login_failed,8080,failed,alice
2026-01-01 04:32:23,10.0.0.11,192.168.1.3,file_access,read,3306,success,carla
2026-01-01 04:33:39,10.0.0.2,192.168.1.3,http_request,POST,3306,success,frank
2026-01-01 04:34:25,10.0.0.10,192.168.1.5,login,login_success,8080,success,guest
2026-01-01 04:35:57,10.0.0.22,192.168.1.16,login,login_success,3306,success,guest
2026-01-01 04:36:47,10.0.0.29,192.168.1.7,api_call,DELETE,3306,success,carla
2026-01-01 04:39:37,10.0.0.10,192.168.1.19,file_access,write,3306,success,guest
2026-01-01 04:40:38,10.0.0.36,192.168.1.6,api_call,DELETE,8080,success,erin
2026-01-01 04:42:37,10.0.0.31,192.168.1.1,api_call,GET,80,error,guest
2026-01-01 04:44:02,10.0.0.29,192.168.1.7,http_request,GET,443,success,frank
2026-01-01 04:44:36,10.0.0.36,192.168.1.10,http_request,POST,22,success,diego
2026-01-01 04:46:41,10.0.0.25,192.168.1.9,login,login_failed,80,failed,carla
2026-01-01 04:48:10,10.0.0.16,192.168.1.14,login,login_success,80,success,frank
2026-01-01 04:49:03,10.0.0.39,192.168.1.8,login,login_failed,8080,failed,frank
2026-01-01 04:49:17,10.0.0.30,192.168.1.10,login,login_success,22,success,diego
2026-01-01 04:51:35,10.0.0.2,192.168.1.17,login,login_success,443,success,carla
2026-01-01 04:52:55,10.0.0.29,192.168.1.5,login,login_success,3306,success,alice
2026-01-01 04:54:06,10.0.0.33,192.168.1.16,http_request,GET,22,success,alice
2026-01-01 04:54:57,10.0.0.25,192.168.1.10,http_request,GET,443,success,diego
2026-01-01 04:56:10,10.0.0.38,192.168.1.1,http_request,GET,8080,success,frank
2026-01-01 04:57:39,10.0.0.11,192.168.1.14,http_request,GET,8080,success,frank
2026-01-01 04:57:51,10.0.0.37,192.168.1.12,file_access,read,443,success,diego
2026-01-01 05:01:30,10.0.0.10,192.168.1.4,api_call,GET,8080,success,frank
2026-01-01 05:02:43,10.0.0.26,192.168.1.13,http_request,GET,443,success,carla
2026-01-01 05:03:28,10.0.0.19,192.168.1.10,http_request,GET,8080,success,guest
2026-01-01 05:04:51,10.0.0.10,192.168.1.8,http_request,POST,22,success,frank
2026-01-01 05:05:39,10.0.0.3,192.168.1.10,login,login_success,443,success,erin
2026-01-01 05:05:50,10.0.0.20,192.168.1.4,http_request,GET,3306,success,erin
2026-01-01 05:09:46,10.0.0.3,192.168.1.5,login,login_success,80,success,erin
2026-01-01 05:10:02,10.0.0.20,192.168.1.9,login,login_success,443,success,frank
2026-01-01 05:10:04,10.0.0.5,192.168.1.8,login,login_success,3306,success,diego
2026-01-01 05:11:06,10.0.0.35,192.168.1.1,login,login_success,22,success,carla
2026-01-01 05:12:18,10.0.0.13,192.168.1.16,http_request,POST,80,success,alice
2026-01-01 05:12:57,10.0.0.4,192.168.1.2,login,login_success,3306,success,erin
2026-01-01 05:13:51,10.0.0.2,192.168.1.16,file_access,read,443,success,carla
2026-01-01 05:15:28,10.0.0.27,192.168.1.3,http_request,POST,8080,success,erin
2026-01-01 05:16:51,10.0.0.15,192.168.1.5,login,login_failed,8080,failed,carla
2026-01-01 05:17:31,10.0.0.31,192.168.1.2,http_request,POST,22,success,alice
2026-01-01 05:18:50,10.0.0.32,192.168.1.6,login,login_failed,443,failed,guest
2026-01-01 05:20:16,10.0.0.29,192.168.1.8,http_request,GET,80,success,bob
2026-01-01 05:21:03,10.0.0.17,192.168.1.13,file_access,read,3306,success,bob
2026-01-01 05:21:05,10.0.0.40,192.168.1.2,api_call,GET,22,success,frank
2026-01-01 05:21:25,10.0.0.35,192.168.1.7,login,login_success,3306,success,diego
2026-01-01 05:22:39,10.0.0.2,192.168.1.6,login,login_success,3306,success,carla
2026-01-01 05:24:09,10.0.0.4,192.168.1.18,api_call,GET,8080,success,alice
2026-01-01 05:26:23,10.0.0.5,192.168.1.7,http_request,POST,80,success,bob
2026-01-01 05:27:11,10.0.0.10,192.168.1.9,http_request,POST,80,success,guest
2026-01-01 05:27:31,10.0.0.6,192.168.1.9,http_request,POST,8080,success,frank
2026-01-01 05:28:15,10.0.0.38,192.168.1.6,http_request,POST,22,success,bob
2026-01-01 05:30:10,10.0.0.39,192.168.1.4,http_request,GET,3306,success,guest
2026-01-01 05:30:30,10.0.0.34,192.168.1.1,file_access,read,80,success,guest
2026-01-01 05:30:41,10.0.0.11,192.168.1.6,login,login_success,80,success,erin
2026-01-01 05:32:19,10.0.0.39,192.168.1.16,login,login_success,8080,success,bob
2026-01-01 05:34:20,10.0.0.28,192.168.1.11,login,login_success,22,success,guest
2026-01-01 05:35:04,10.0.0.5,192.168.1.6,http_request,GET,443,success,guest
2026-01-01 05:35:34,10.0.0.7,192.168.1.20,file_access,read,22,success,guest
2026-01-01 05:36:09,10.0.0.36,192.168.1.4,login,login_success,443,success,diego
2026-01-01 05:38:13,10.0.0.30,192.168.1.7,http_request,POST,80,success,frank
2026-01-01 05:39:33,10.0.0.31,192.168.1.10,api_call,POST,22,success,carla
2026-01-01 05:40:22,10.0.0.20,192.168.1.19,http_request,GET,22,success,frank
2026-01-01 05:41:31,10.0.0.4,192.168.1.16,http_request,GET,3306,success,erin
2026-01-01 05:42:31,10.0.0.14,192.168.1.18,http_request,POST,443,success,bob
2026-01-01 05:42:39,10.0.0.24,192.168.1.1,api_call,GET,22,success,alice
2026-01-01 05:44:06,10.0.0.13,192.168.1.18,http_request,POST,22,success,carla
2026-01-01 05:45:56,10.0.0.35,192.168.1.8,file_access,write,3306,success,diego
2026-01-01 05:46:31,10.0.0.7,192.168.1.2,api_call,GET,443,success,guest
2026-01-01 05:48:10,10.0.0.6,192.168.1.17,login,login_success,443,success,diego
2026-01-01 05:50:46,10.0.0.34,192.168.1.13,file_access,write,443,success,alice
2026-01-01 05:51:02,10.0.0.7,192.168.1.19,http_request,POST,80,success,erin
2026-01-01 05:52:15,10.0.0.38,192.168.1.2,http_request,POST,3306,success,frank
2026-01-01 05:53:26,10.0.0.27,192.168.1.11,login,login_success,22,success,diego
2026-01-01 05:53:57,10.0.0.6,192.168.1.18,file_access,read,3306,success,bob
2026-01-01 05:55:50,10.0.0.10,192.168.1.19,login,login_success,80,success,bob
2026-01-01 05:56:49,10.0.0.9,192.168.1.18,login,login_success,22,success,guest
2026-01-01 05:58:30,10.0.0.22,192.168.1.14,http_request,GET,22,success,alice
2026-01-01 05:58:40,10.0.0.9,192.168.1.3,http_request,POST,443,success,guest
2026-01-01 05:59:24,10.0.0.10,192.168.1.6,http_request,GET,80,error,bob
2026-01-01 06:00:23,10.0.0.26,192.168.1.16,http_request,GET,8080,error,erin
2026-01-01 06:01:20,10.0.0.22,192.168.1.5,file_access,read,80,success,frank
2026-01-01 06:02:39,10.0.0.40,192.168.1.3,login,login_success,80,success,bob
2026-01-01 06:03:32,10.0.0.21,192.168.1.9,api_call,POST,443,success,alice
2026-01-01 06:06:55,10.0.0.5,192.168.1.12,api_call,GET,8080,success,frank
2026-01-01 06:07:04,10.0.0.17,192.168.1.4,api_call,DELETE,3306,success,alice
2026-01-01 06:08:20,10.0.0.16,192.168.1.5,login,login_success,443,success,guest
2026-01-01 06:10:32,10.0.0.19,192.168.1.17,file_access,read,80,success,frank
2026-01-01 06:11:13,10.0.0.35,192.168.1.4,file_access,read,80,success,frank
2026-01-01 06:11:50,10.0.0.18,192.168.1.3,http_request,GET,80,success,alice
2026-01-01 06:13:16,10.0.0.17,192.168.1.19,http_request,GET,443,success,erin
2026-01-01 06:13:36,10.0.0.7,192.168.1.11,api_call,POST,80,success,alice
2026-01-01 06:17:37,10.0.0.27,192.168.1.16,login,login_success,80,success,diego
2026-01-01 06:18:06,10.0.0.38,192.168.1.12,http_request,GET,3306,success,frank
2026-01-01 06:21:20,10.0.0.13,192.168.1.9,login,login_success,22,success,diego
2026-01-01 06:21:49,10.0.0.37,192.168.1.13,api_call,GET,8080,success,carla
2026-01-01 06:22:41,10.0.0.20,192.168.1.16,login,login_success,3306,success,erin
2026-01-01 06:23:14,10.0.0.22,192.168.1.18,http_request,POST,22,success,guest
2026-01-01 06:26:29,10.0.0.22,192.168.1.20,http_request,POST,443,success,erin
2026-01-01 06:26:51,10.0.0.28,192.168.1.7,login,login_success,8080,success,bob
2026-01-01 06:31:13,10.0.0.30,192.168.1.15,login,login_success,3306,success,alice
2026-01-01 06:31:34,10.0.0.24,192.168.1.16,file_access,write,8080,success,guest
2026-01-01 06:31:35,10.0.0.10,192.168.1.10,api_call,DELETE,80,error,carla
2026-01-01 06:33:33,10.0.0.19,192.168.1.18,login,login_failed,8080,failed,erin
2026-01-01 06:35:47,10.0.0.13,192.168.1.1,http_request,POST,22,success,erin
2026-01-01 06:37:44,10.0.0.32,192.168.1.17,login,login_failed,22,failed,guest
2026-01-01 06:38:30,10.0.0.31,192.168.1.12,api_call,GET,443,success,bob
2026-01-01 06:39:48,10.0.0.17,192.168.1.9,api_call,GET,8080,success,guest
2026-01-01 06:40:21,10.0.0.26,192.168.1.12,file_access,read,443,success,bob
2026-01-01 06:40:50,10.0.0.21,192.168.1.3,http_request,GET,8080,success,diego
2026-01-01 06:42:27,10.0.0.3,192.168.1.12,http_request,POST,8080,success,erin
2026-01-01 06:43:44,10.0.0.33,192.168.1.18,http_request,GET,22,success,bob
2026-01-01 06:45:46,10.0.0.22,192.168.1.16,api_call,DELETE,443,success,diego
2026-01-01 06:48:00,10.0.0.16,192.168.1.20,login,login_success,443,success,alice
2026-01-01 06:50:46,10.0.0.21,192.168.1.2,file_access,read,8080,success,diego
2026-01-01 06:51:31,10.0.0.29,192.168.1.14,file_access,write,80,success,guest
2026-01-01 06:52:34,10.0.0.14,192.168.1.5,http_request,POST,22,success,frank
2026-01-01 06:53:32,10.0.0.26,192.168.1.2,file_access,read,22,success,erin
2026-01-01 06:53:58,10.0.0.16,192.168.1.5,http_request,GET,80,success,frank
2026-01-01 06:54:09,10.0.0.11,192.168.1.19,api_call,POST,443,success,guest
2026-01-01 06:55:10,10.0.0.25,192.168.1.13,file_access,write,8080,success,alice
2026-01-01 06:57:24,10.0.0.7,192.168.1.8,api_call,DELETE,3306,success,carla
2026-01-01 06:58:07,10.0.0.29,192.168.1.16,http_request,GET,22,success,bob
2026-01-01 07:00:50,10.0.0.38,192.168.1.2,login,login_failed,8080,failed,diego
2026-01-01 07:02:59,10.0.0.39,192.168.1.6,http_request,POST,3306,success,carla
2026-01-01 07:03:09,10.0.0.10,192.168.1.5,login,login_success,3306,success,erin
2026-01-01 07:04:55,10.0.0.35,192.168.1.8,http_request,GET,443,success,alice
2026-01-01 07:05:34,10.0.0.38,192.168.1.13,login,login_success,8080,success,alice
2026-01-01 07:07:12,10.0.0.8,192.168.1.16,http_request,GET,443,success,carla
2026-01-01 07:07:16,10.0.0.38,192.168.1.3,file_access,write,80,success,frank
2026-01-01 07:07:56,10.0.0.7,192.168.1.11,login,login_success,3306,success,alice
2026-01-01 07:10:16,10.0.0.24,192.168.1.9,login,login_success,80,success,frank
2026-01-01 07:10:21,10.0.0.12,192.168.1.14,login,login_success,3306,success,diego
2026-01-01 07:10:52,10.0.0.24,192.168.1.20,http_request,POST,80,success,guest
2026-01-01 07:13:25,10.0.0.38,192.168.1.8,http_request,GET,443,success,diego
2026-01-01 07:13:33,10.0.0.30,192.168.1.20,login,login_success,443,success,diego
2026-01-01 07:14:00,10.0.0.25,192.168.1.5,api_call,GET,80,success,alice
2026-01-01 07:14:07,10.0.0.22,192.168.1.9,file_access,read,80,success,alice
2026-01-01 07:14:32,10.0.0.20,192.168.1.1,login,login_success,22,success,frank
2026-01-01 07:15:33,10.0.0.15,192.168.1.18,http_request,POST,443,error,bob
2026-01-01 07:17:07,10.0.0.6,192.168.1.18,login,login_success,80,success,carla
2026-01-01 07:20:17,10.0.0.11,192.168.1.1,http_request,POST,3306,success,erin
2026-01-01 07:21:19,10.0.0.12,192.168.1.20,file_access,write,3306,success,bob
2026-01-01 07:21:51,10.0.0.14,192.168.1.14,login,login_success,8080,success,frank
2026-01-01 07:24:51,10.0.0.5,192.168.1.10,login,login_success,443,success,guest
2026-01-01 07:26:32,10.0.0.8,192.168.1.2,login,login_success,3306,success,erin
2026-01-01 07:27:14,10.0.0.6,192.168.1.13,login,login_success,22,success,frank
2026-01-01 07:30:23,10.0.0.26,192.168.1.8,api_call,GET,3306,success,erin
2026-01-01 07:31:18,10.0.0.2,192.168.1.14,file_access,read,80,success,carla
2026-01-01 07:31:18,10.0.0.36,192.168.1.3,api_call,POST,443,success,bob
2026-01-01 07:35:28,10.0.0.15,192.168.1.6,login,login_success,22,success,alice
2026-01-01 07:35:39,10.0.0.3,192.168.1.2,api_call,DELETE,443,success,erin
2026-01-01 07:38:20,10.0.0.3,192.168.1.12,http_request,POST,22,success,carla
2026-01-01 07:39:35,10.0.0.32,192.168.1.16,file_access,write,22,success,alice
2026-01-01 07:40:59,10.0.0.18,192.168.1.13,login,login_success,80,success,erin
2026-01-01 07:43:27,10.0.0.10,192.168.1.3,login,login_success,3306,success,erin
2026-01-01 07:44:18,10.0.0.25,192.168.1.6,http_request,POST,3306,success,alice
2026-01-01 07:45:28,10.0.0.21,192.168.1.20,http_request,GET,22,success,diego
2026-01-01 07:46:37,10.0.0.19,192.168.1.19,http_request,POST,80,success,bob
2026-01-01 07:47:31,10.0.0.28,192.168.1.19,login,login_success,443,success,erin
2026-01-01 07:48:07,10.0.0.32,192.168.1.19,file_access,write,443,success,diego
2026-01-01 07:50:10,10.0.0.39,192.168.1.18,login,login_success,443,success,guest
2026-01-01 07:50:45,10.0.0.34,192.168.1.19,login,login_success,8080,success,guest
2026-01-01 07:51:25,10.0.0.11,192.168.1.19,http_request,GET,443,success,carla
2026-01-01 07:52:04,10.0.0.11,192.168.1.1,http_request,GET,22,success,diego
2026-01-01 07:55:39,10.0.0.14,192.168.1.4,http_request,POST,443,success,bob
2026-01-01 07:55:42,10.0.0.30,192.168.1.6,http_request,GET,443,success,bob
2026-01-01 07:55:57,10.0.0.16,192.168.1.20,file_access,write,443,success,bob
2026-01-01 07:56:15,10.0.0.40,192.168.1.16,http_request,POST,22,success,bob
2026-01-01 07:57:25,10.0.0.29,192.168.1.7,login,login_failed,443,failed,guest
2026-01-01 07:59:38,10.0.0.16,192.168.1.2,http_request,GET,3306,success,guest
2026-01-01 07:59:42,10.0.0.37,192.168.1.13,http_request,GET,8080,success,carla
2026-01-01 07:59:50,10.0.0.14,192.168.1.7,api_call,POST,80,success,bob
2026-01-01 08:01:02,10.0.0.10,192.168.1.4,login,login_success,8080,success,alice
